pid,label,localisation,latitude,longitude,country,city,inventory,juz,sura_number,sura_title_arabic,sura_title_english,verse_recto,verse_verso,bibliography,link,comments,acquisition,latest_acquisition_date,price,provenance,order,layout,collection,thumbnail,full,manifest
us030,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",082,qatar_item,bluequran,/img/derivatives/simple/us030/thumbnail.jpg,/img/derivatives/simple/us030/fullwidth.jpg,""
us031,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",083,qatar_item,bluequran,/img/derivatives/simple/us031/thumbnail.jpg,/img/derivatives/simple/us031/fullwidth.jpg,""
us032,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",084,qatar_item,bluequran,/img/derivatives/simple/us032/thumbnail.jpg,/img/derivatives/simple/us032/fullwidth.jpg,""
us033,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",085,qatar_item,bluequran,/img/derivatives/simple/us033/thumbnail.jpg,/img/derivatives/simple/us033/fullwidth.jpg,""
us034,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",086,qatar_item,bluequran,/img/derivatives/simple/us034/thumbnail.jpg,/img/derivatives/simple/us034/fullwidth.jpg,""
us035,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",087,qatar_item,bluequran,/img/derivatives/simple/us035/thumbnail.jpg,/img/derivatives/simple/us035/fullwidth.jpg,""
us036,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",088,qatar_item,bluequran,/img/derivatives/simple/us036/thumbnail.jpg,/img/derivatives/simple/us036/fullwidth.jpg,""
us037,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",089,qatar_item,bluequran,/img/derivatives/simple/us037/thumbnail.jpg,/img/derivatives/simple/us037/fullwidth.jpg,""
us038,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",090,qatar_item,bluequran,/img/derivatives/simple/us038/thumbnail.jpg,/img/derivatives/simple/us038/fullwidth.jpg,""
us039,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",091,qatar_item,bluequran,/img/derivatives/simple/us039/thumbnail.jpg,/img/derivatives/simple/us039/fullwidth.jpg,""
us040,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",092,qatar_item,bluequran,/img/derivatives/simple/us040/thumbnail.jpg,/img/derivatives/simple/us040/fullwidth.jpg,""
us041,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",093,qatar_item,bluequran,/img/derivatives/simple/us041/thumbnail.jpg,/img/derivatives/simple/us041/fullwidth.jpg,""
us042,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",094,qatar_item,bluequran,/img/derivatives/simple/us042/thumbnail.jpg,/img/derivatives/simple/us042/fullwidth.jpg,""
us043,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",095,qatar_item,bluequran,/img/derivatives/simple/us043/thumbnail.jpg,/img/derivatives/simple/us043/fullwidth.jpg,""
us044,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",096,qatar_item,bluequran,/img/derivatives/simple/us044/thumbnail.jpg,/img/derivatives/simple/us044/fullwidth.jpg,""
us045,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",097,qatar_item,bluequran,/img/derivatives/simple/us045/thumbnail.jpg,/img/derivatives/simple/us045/fullwidth.jpg,""
us046,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",098,qatar_item,bluequran,/img/derivatives/simple/us046/thumbnail.jpg,/img/derivatives/simple/us046/fullwidth.jpg,""
us047,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",099,qatar_item,bluequran,/img/derivatives/simple/us047/thumbnail.jpg,/img/derivatives/simple/us047/fullwidth.jpg,""
us048,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",100,qatar_item,bluequran,/img/derivatives/simple/us048/thumbnail.jpg,/img/derivatives/simple/us048/fullwidth.jpg,""
us049,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",101,qatar_item,bluequran,/img/derivatives/simple/us049/thumbnail.jpg,/img/derivatives/simple/us049/fullwidth.jpg,""
us050,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",102,qatar_item,bluequran,/img/derivatives/simple/us050/thumbnail.jpg,/img/derivatives/simple/us050/fullwidth.jpg,""
us051,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",103,qatar_item,bluequran,/img/derivatives/simple/us051/thumbnail.jpg,/img/derivatives/simple/us051/fullwidth.jpg,""
us052,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",104,qatar_item,bluequran,/img/derivatives/simple/us052/thumbnail.jpg,/img/derivatives/simple/us052/fullwidth.jpg,""
us053,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",105,qatar_item,bluequran,/img/derivatives/simple/us053/thumbnail.jpg,/img/derivatives/simple/us053/fullwidth.jpg,""
us054,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",106,qatar_item,bluequran,/img/derivatives/simple/us054/thumbnail.jpg,/img/derivatives/simple/us054/fullwidth.jpg,""
us055,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",107,qatar_item,bluequran,/img/derivatives/simple/us055/thumbnail.jpg,/img/derivatives/simple/us055/fullwidth.jpg,""
us056,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",108,qatar_item,bluequran,/img/derivatives/simple/us056/thumbnail.jpg,/img/derivatives/simple/us056/fullwidth.jpg,""
us057,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",109,qatar_item,bluequran,/img/derivatives/simple/us057/thumbnail.jpg,/img/derivatives/simple/us057/fullwidth.jpg,""
us058,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",110,qatar_item,bluequran,/img/derivatives/simple/us058/thumbnail.jpg,/img/derivatives/simple/us058/fullwidth.jpg,""
us059,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",111,qatar_item,bluequran,/img/derivatives/simple/us059/thumbnail.jpg,/img/derivatives/simple/us059/fullwidth.jpg,""
us060,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",112,qatar_item,bluequran,/img/derivatives/simple/us060/thumbnail.jpg,/img/derivatives/simple/us060/fullwidth.jpg,""
us061,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",113,qatar_item,bluequran,/img/derivatives/simple/us061/thumbnail.jpg,/img/derivatives/simple/us061/fullwidth.jpg,""
us062,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",114,qatar_item,bluequran,/img/derivatives/simple/us062/thumbnail.jpg,/img/derivatives/simple/us062/fullwidth.jpg,""
us063,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",115,qatar_item,bluequran,/img/derivatives/simple/us063/thumbnail.jpg,/img/derivatives/simple/us063/fullwidth.jpg,""
us064,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",116,qatar_item,bluequran,/img/derivatives/simple/us064/thumbnail.jpg,/img/derivatives/simple/us064/fullwidth.jpg,""
us065,"Blue Qur'an, Sura Unknown, Unknown-Unknown, Museum of Islamic Art, Raqqada","Museum of Islamic Art, Raqqada",35.612871,10.0695367,Tunisia,"Raqqada, Kairouan",Rutbi 196,"",Unknown,Unknown,Unknown,Unknown,Unknown,"","",67 folios,"","",Unknown,"",117,qatar_item,bluequran,/img/derivatives/simple/us065/thumbnail.jpg,/img/derivatives/simple/us065/fullwidth.jpg,""
us066,"Blue Qur'an, Sura , -, Musée du Bardo",Musée du Bardo,36.8094589,10.1340362,Tunisia,Tunis,"","","","","","","","",http://www.bardomuseum.tn/index.php?option=com_content&view=article&id=101%3Aenfant-docteur-et-saisons&catid=47%3Akariaoun-et-mahdia&Itemid=74&lang=en,3 feuillets et une double page ,"","",Unknown,"",118,qatar_item,bluequran,/img/derivatives/simple/us066/thumbnail.jpg,/img/derivatives/simple/us066/fullwidth.jpg,""
us067,"Blue Qur'an, Sura , -, Musée du Bardo",Musée du Bardo,36.8094589,10.1340362,Tunisia,Tunis,"","","","","","","","",http://www.bardomuseum.tn/index.php?option=com_content&view=article&id=101%3Aenfant-docteur-et-saisons&catid=47%3Akariaoun-et-mahdia&Itemid=74&lang=en,3 feuillets et une double page ,"","",Unknown,"",119,qatar_item,bluequran,/img/derivatives/simple/us067/thumbnail.jpg,/img/derivatives/simple/us067/fullwidth.jpg,""
us068,"Blue Qur'an, Sura , -, Musée du Bardo",Musée du Bardo,36.8094589,10.1340362,Tunisia,Tunis,"","","","","","","","",http://www.bardomuseum.tn/index.php?option=com_content&view=article&id=101%3Aenfant-docteur-et-saisons&catid=47%3Akariaoun-et-mahdia&Itemid=74&lang=en,3 feuillets et une double page ,"","",Unknown,"",120,qatar_item,bluequran,/img/derivatives/simple/us068/thumbnail.jpg,/img/derivatives/simple/us068/fullwidth.jpg,""
us069,"Blue Qur'an, Sura , -, Musée du Bardo",Musée du Bardo,36.8094589,10.1340362,Tunisia,Tunis,"","","","","","","","",http://www.bardomuseum.tn/index.php?option=com_content&view=article&id=101%3Aenfant-docteur-et-saisons&catid=47%3Akariaoun-et-mahdia&Itemid=74&lang=en,3 feuillets et une double page ,"","",Unknown,"",121,qatar_item,bluequran,/img/derivatives/simple/us069/thumbnail.jpg,/img/derivatives/simple/us069/fullwidth.jpg,""
us070,"Blue Qur'an, Sura , -, Musée du Bardo",Musée du Bardo,36.8094589,10.1340362,Tunisia,Tunis,"","","","","","","","",http://www.bardomuseum.tn/index.php?option=com_content&view=article&id=101%3Aenfant-docteur-et-saisons&catid=47%3Akariaoun-et-mahdia&Itemid=74&lang=en,3 feuillets et une double page ,"","",Unknown,"",122,qatar_item,bluequran,/img/derivatives/simple/us070/thumbnail.jpg,/img/derivatives/simple/us070/fullwidth.jpg,""
us071,"Blue Qur'an, Sura , -, Islamic Arts Museum Malaysia",Islamic Arts Museum Malaysia,3.1418458,101.6899992,Malaysia,Kuala Lumpur,2011.9.32,"","","","","","","",https://iamm.org.my/galleries/quran-manuscript,Email sent,"","",Unknown,"",123,qatar_item,bluequran,/img/derivatives/simple/us071/thumbnail.jpg,/img/derivatives/simple/us071/fullwidth.jpg,""
us072,"Blue Qur'an, Sura , -, Zayed National Museum",Zayed National Museum,24.5334947,54.4061629,United Arab Emirates,Abu Dhabi,ZNM 2009.00026,"","","","","","","","",Bifolium 1,"","",Unknown,"",124,qatar_item,bluequran,/img/derivatives/simple/us072/thumbnail.jpg,/img/derivatives/simple/us072/fullwidth.jpg,""
us073,"Blue Qur'an, Sura , -, Zayed National Museum",Zayed National Museum,24.5334947,54.4061629,United Arab Emirates,Abu Dhabi,ZNM 2009.00026,"","","","","","","","",Bifolium 1,"","",Unknown,"",125,qatar_item,bluequran,/img/derivatives/simple/us073/thumbnail.jpg,/img/derivatives/simple/us073/fullwidth.jpg,""
us074,"Blue Qur'an, Sura , -, Zayed National Museum",Zayed National Museum,24.5334947,54.4061629,United Arab Emirates,Abu Dhabi,ZNM 2009.00026.002,"","","","","","","","",Bifolium 2,"","",Unknown,"",126,qatar_item,bluequran,/img/derivatives/simple/us074/thumbnail.jpg,/img/derivatives/simple/us074/fullwidth.jpg,""
us075,"Blue Qur'an, Sura , -, Zayed National Museum",Zayed National Museum,24.5334947,54.4061629,United Arab Emirates,Abu Dhabi,ZNM 2009.00026.002,"","","","","","","","",Bifolium 2,"","",Unknown,"",127,qatar_item,bluequran,/img/derivatives/simple/us075/thumbnail.jpg,/img/derivatives/simple/us075/fullwidth.jpg,""
us076,"Blue Qur'an, Sura , -, Zayed National Museum",Zayed National Museum,24.5334947,54.4061629,United Arab Emirates,Abu Dhabi,ZNM 2009.00026.001,"","","","","","","","",single folio,"","",Unknown,"",128,qatar_item,bluequran,/img/derivatives/simple/us076/thumbnail.jpg,/img/derivatives/simple/us076/fullwidth.jpg,""
us077,"Blue Qur'an, Sura , -, Zayed National Museum",Zayed National Museum,24.5334947,54.4061629,United Arab Emirates,Abu Dhabi,M.2015.01788,"","","","","","","","","","","",Unknown,"",129,qatar_item,bluequran,/img/derivatives/simple/us077/thumbnail.jpg,/img/derivatives/simple/us077/fullwidth.jpg,""
us078,"Blue Qur'an, Sura , -, Seattle Art Museum",Seattle Art Museum,47.6075253,-122.3379599,United States of America,Seattle,69.37,"","","","","","","",https://art.seattleartmuseum.org/objects/5815/folio-from-the-dispersed-blue-quran;jsessionid=9432B808B4FF6AA8CA53F2FDC5BB8690,Email sent,Purchased,1969,Unknown,"69.37 – Purchased from Mark Lansburgh, Colorado College, 30 January 1969",130,qatar_item,bluequran,/img/derivatives/simple/us078/thumbnail.jpg,/img/derivatives/simple/us078/fullwidth.jpg,""
us079,"Blue Qur'an, Sura , -, The Lygo Collection",The Lygo Collection,Unknown,Unknown,Unknown,Unknown,Unknown,"","","","","","","","","","","",Unknown,"",131,qatar_item,bluequran,/img/derivatives/simple/us079/thumbnail.jpg,/img/derivatives/simple/us079/fullwidth.jpg,""
us080,"Blue Qur'an, Sura , -, Denver Art Museum",Denver Art Museum,39.7371878,-104.9893451,United States of America,Denver,Bj Averitt Islamic Art Fund. 1999.78,"","","","","","","",https://www.denverartmuseum.org/en/object/1999.78,Email sent,Gifted,1999,Unknown,"At least 1936, Dr. Rudolf Meyer-Riefstahl [b.1880, d. 1936], by descent to his granddaughter; 1999, DAM collection, gift of the BJ Averitt Islamic Art Fund.",132,qatar_item,bluequran,/img/derivatives/simple/us080/thumbnail.jpg,/img/derivatives/simple/us080/fullwidth.jpg,""
